empresa_id,nombre,ciudad,sector,tamano,cultura,escenario,burnout_base,boreout_base,wellbeing_base,rotation_base
CRI_030,critico_Corp_30,Barcelona,Tecnología,Grande,Mercado,critico,4.5,4.3,1.8,4.7
CRI_031,critico_Corp_31,Barcelona,Retail,Mediana,Jerarquica,critico,4.5,4.3,1.8,4.7
CRI_032,critico_Corp_32,Valencia,Retail,Mediana,Mercado,critico,4.5,4.3,1.8,4.7
CRI_033,critico_Corp_33,Valencia,Retail,Mediana,Jerarquica,critico,4.5,4.3,1.8,4.7
CRI_034,critico_Corp_34,Valencia,Retail,Grande,Jerarquica,critico,4.5,4.3,1.8,4.7
CRI_035,critico_Corp_35,Bilbao,Educación,Pequeña,Mercado,critico,4.5,4.3,1.8,4.7
CRI_036,critico_Corp_36,Barcelona,Retail,Mediana,Adhocracia,critico,4.5,4.3,1.8,4.7
CRI_037,critico_Corp_37,Bilbao,Tecnología,Mediana,Jerarquica,critico,4.5,4.3,1.8,4.7
CRI_038,critico_Corp_38,Madrid,Finanzas,Pequeña,Mercado,critico,4.5,4.3,1.8,4.7
CRI_039,critico_Corp_39,Valencia,Tecnología,Pequeña,Mercado,critico,4.5,4.3,1.8,4.7
CRI_040,critico_Corp_40,Barcelona,Educación,Mediana,Jerarquica,critico,4.5,4.3,1.8,4.7
CRI_041,critico_Corp_41,Sevilla,Finanzas,Pequeña,Jerarquica,critico,4.5,4.3,1.8,4.7
CRI_042,critico_Corp_42,Valencia,Tecnología,Grande,Jerarquica,critico,4.5,4.3,1.8,4.7
CRI_043,critico_Corp_43,Sevilla,Finanzas,Mediana,Mercado,critico,4.5,4.3,1.8,4.7
CRI_044,critico_Corp_44,Sevilla,Finanzas,Mediana,Jerarquica,critico,4.5,4.3,1.8,4.7
CRI_045,critico_Corp_45,Bilbao,Tecnología,Mediana,Mercado,critico,4.5,4.3,1.8,4.7
CRI_046,critico_Corp_46,Valencia,Finanzas,Micro,Mercado,critico,4.5,4.3,1.8,4.7
CRI_047,critico_Corp_47,Barcelona,Educación,Pequeña,Mercado,critico,4.5,4.3,1.8,4.7
CRI_048,critico_Corp_48,Bilbao,Finanzas,Mediana,Clan,critico,4.5,4.3,1.8,4.7
CRI_049,critico_Corp_49,Sevilla,Salud,Mediana,Jerarquica,critico,4.5,4.3,1.8,4.7
