empresa_id,departamento,rol,seniority,perfil,edad,experiencia,antiguedad,horas_semana,salario,presion,autonomia,apoyo_manager,apoyo_social,equilibrio,satisfaccion,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q29,Q30,Q31,Q46,burnout,boreout,rotacion
26,Administración,Administrative Assistant,Junior,Boreout,27,3.7696246485687857,2.9712910668717023,37.73975474062023,<30k,2.149780685473393,2.159076778362154,3.9152717030530946,4.278730320297116,3.853715027706007,2.164474465061416,2.16,2.67,1.23,1.0,1.24,3.31,3.11,2.28,3.03,3.19,2.41,3.22,2.2255555555555557,2.8,3.22
19,UX/UI,UI Designer,Senior,Healthy,38,20.970379833357782,3.529550621955959,40.0,45-60k,2.9241427832113853,4.166679622352725,4.230916827052553,4.134420983226935,4.023318200043787,4.135787401807361,2.81,3.11,1.09,1.1,1.0,1.21,1.37,1.77,1.0,2.03,1.0,1.3,1.6066666666666667,1.515,1.3
18,Producto,Product Owner,Mid,Engaged,30,10.704405357734288,3.848133723036902,38.07889409648148,30-45k,3.4820452380657363,4.373673673428997,2.2204426243070983,4.107582445786443,3.405107693376608,4.684302775084541,4.62,4.93,1.53,2.74,1.24,1.22,1.0,1.71,1.0,1.72,1.0,1.64,2.2211111111111115,1.3599999999999999,1.64
44,UX/UI,UX Designer,Junior,Healthy,22,0.0,0.0,40.0,<30k,3.3980463529992844,4.329309199038008,4.168216542610207,2.332958760281773,4.178738054995408,3.6127743990037016,3.37,3.77,1.0,1.0,2.7,1.0,1.63,2.52,1.0,1.28,1.66,1.63,1.9988888888888887,1.47,1.63
22,QA,QA Engineer,Junior,Healthy,26,6.21412847213027,0.5330048321101932,35.020725157127785,<30k,3.727790409244677,3.2037309178062228,3.2277245089015496,3.1556419952195855,4.155942264549326,3.757404846727781,4.39,3.85,1.24,1.78,1.77,2.32,1.24,3.06,1.88,1.0,1.34,1.79,2.392222222222222,1.17,1.79
26,UX/UI,UX Designer,Junior,Engaged,27,4.169366235729553,4.169366235729553,35.321676528927036,<30k,4.279871683525372,4.028993171246481,3.1293935067430416,3.1516826374239417,3.7316019889758802,4.5667039084684795,4.26,5.0,1.55,2.3,1.9,1.42,1.0,3.27,1.13,1.0,1.0,1.25,2.4255555555555555,1.0,1.25
14,RRHH,HR Specialist,Mid,Engaged,28,3.6065063801499546,3.3621254855421645,40.0,30-45k,4.893082900196392,4.135034472713408,3.355600895281872,3.804728110816837,3.3046333687108977,4.677159691106778,4.84,5.0,1.35,1.29,1.0,1.0,1.0,3.34,1.0,1.0,1.0,1.0,2.2022222222222223,1.0,1.0
50,UX/UI,UI Designer,Senior,Healthy,39,14.978757658421188,6.521979170450704,36.415262210391376,45-60k,3.1695272255664895,4.157075905673892,3.1267232976459716,3.5677873547822014,4.040930753944859,3.6233579106315914,3.54,3.56,1.62,1.88,1.88,1.0,2.19,2.79,1.0,2.33,1.86,2.46,2.162222222222222,2.095,2.46
16,Marketing,Marketing Specialist,Senior,Healthy,40,13.036027328559388,3.557983589496948,39.723633606437645,45-60k,2.375302398470236,3.346008478978546,4.292110518319051,3.6785629656782732,2.8493772749257262,3.2392367729135048,2.22,3.65,2.05,1.0,1.05,1.3,2.17,2.67,1.31,3.12,1.59,2.13,1.9355555555555553,2.355,2.13
23,Ventas,Account Manager,Junior,Healthy,27,0.5966677264038482,0.5966677264038482,38.66602409423252,<30k,1.8275148084590669,3.2424161287859046,3.067150190152468,3.411316097871729,4.167722084461098,3.6479605745958708,1.91,1.87,1.31,1.43,1.67,1.22,1.44,1.69,2.14,3.42,1.15,1.22,1.6311111111111112,2.285,1.22
9,RRHH,HR Specialist,Junior,Healthy,23,0.36980653393578133,0.36980653393578133,40.0,<30k,3.0699436164195637,3.5980591074555646,3.5946568635762617,3.14157900861736,2.6138450434808593,3.2439112299386146,2.81,4.44,2.72,1.49,1.32,1.33,1.86,2.46,1.0,1.62,1.73,2.34,2.158888888888889,1.675,2.34
49,Producto,Product Manager,Mid,Engaged,31,5.378404798880731,3.966126718522647,34.408126897326625,30-45k,3.8694121825858674,4.846223379502897,3.774180418720082,4.687741592351871,3.836009088444756,4.797279544511347,3.16,4.21,1.15,1.17,1.0,1.0,1.04,2.25,1.0,1.0,1.0,1.38,1.7755555555555556,1.0,1.38
42,Producto,Product Manager,Mid,Burnout,27,3.1561009458698783,2.766979243306036,40.0,30-45k,4.246336608022492,0.7469500206774801,4.0697137507766055,2.891716440416082,4.008759304011958,2.341837486161298,3.88,4.59,1.25,1.0,2.17,4.68,2.82,4.0,4.78,1.0,2.01,3.44,3.2411111111111115,1.505,3.44
31,Administración,Administrative Assistant,Senior,Engaged,46,22.718536504471114,10.31540360799815,38.72357152452348,45-60k,4.742214788692198,3.1908217919066018,4.767407532974173,4.338158563613381,3.77457326223997,4.426604384072897,4.61,5.0,1.0,1.0,1.0,2.0,1.0,3.45,1.9,1.0,1.0,2.41,2.328888888888889,1.0,2.41
34,QA,QA Engineer,Mid,Healthy,35,13.243014593681485,5.233667551059908,38.37283233948809,30-45k,3.0341841305457358,4.1452203425778915,3.961303805581338,3.1350640955331444,3.717869376646714,3.819723332608089,3.14,2.89,1.99,1.49,1.73,1.0,1.3,2.19,1.0,2.03,1.36,2.24,1.858888888888889,1.6949999999999998,2.24
37,Ventas,Account Manager,Mid,Healthy,34,11.693023936062065,1.1196099748166448,34.82779668235607,30-45k,3.06851060995539,3.707576992174355,3.145329957569175,3.9579565531249052,3.1669927283301877,3.535168084666412,3.53,4.21,1.84,2.12,1.26,1.21,1.77,2.71,1.0,1.99,1.51,2.24,2.183333333333333,1.75,2.24
19,Ventas,Account Manager,Senior,Engaged,47,24.11228329910133,3.058502959403751,37.45944647797967,45-60k,4.146940242215334,5.381860402371254,3.726255256245486,3.440018132109858,2.5426179434661904,5.3172298494303165,3.88,5.0,2.21,1.06,2.11,1.0,1.0,2.1,1.0,1.0,1.0,1.0,2.151111111111111,1.0,1.0
43,DevOps,DevOps Engineer,Lead,Healthy,41,21.00132541031669,3.6473968840297992,40.0,>60k,3.154824457627829,4.105834243005463,3.3270967123070796,3.747669651694356,3.6116080269194564,3.180617017292691,3.53,3.07,1.44,2.09,1.27,1.0,2.17,2.02,1.0,1.51,1.75,2.28,1.9544444444444444,1.63,2.28
23,Administración,Administrative Assistant,Junior,Burnout,23,0.0,0.0,38.59929537567469,<30k,4.972973948381867,2.3509398266219783,5.188792666683532,3.437394324207865,3.735984230003194,2.7904904284844085,4.71,5.0,1.43,1.0,1.21,2.72,2.72,4.2,2.99,1.0,2.47,3.14,2.8866666666666663,1.735,3.14
42,DevOps,DevOps Engineer,Mid,Engaged,35,12.207707820125357,1.464976706465129,39.52739543169609,30-45k,5.163687005222778,3.534287475681343,3.402064143061456,4.471894762989589,3.8378812731009555,4.427216556572882,4.7,5.0,1.08,1.19,1.0,1.36,1.0,3.54,1.98,1.0,1.0,1.93,2.3166666666666664,1.0,1.93
29,Finanzas,Financial Analyst,Mid,Healthy,31,7.989966299265328,2.1126357349426677,38.282881025846706,30-45k,4.07444017356064,4.248849258020732,2.7042811066142693,4.319883705406015,3.468880899916664,3.70726953230301,4.02,4.37,1.09,2.49,1.0,1.0,1.03,2.37,1.0,1.0,1.0,1.53,2.0411111111111113,1.0,1.53
19,DevOps,DevOps Engineer,Mid,Engaged,28,5.411514988727085,5.411514988727085,37.59929484441167,30-45k,4.715921046067424,5.158412057656826,4.435273510698137,2.581723154153974,4.477785278667679,4.366788554546227,4.59,4.84,1.0,1.0,2.05,1.0,1.0,3.1,1.0,1.0,1.0,1.55,2.175555555555556,1.0,1.55
36,Finanzas,Financial Analyst,Mid,Healthy,27,8.597450036702623,4.272310970078871,34.75293323120319,30-45k,3.0596483525110085,3.06652004835143,3.2835875183135244,4.497246044608801,3.5316653097786936,3.9162964387804715,3.11,2.96,1.43,2.12,1.0,1.18,1.0,3.22,1.88,2.05,1.65,1.62,1.9888888888888887,1.8499999999999999,1.62
46,Marketing,Marketing Specialist,Mid,Engaged,27,3.468380039882577,2.930956400337378,33.60261437554167,30-45k,4.85981783112186,3.8000760401263016,3.6338547350359365,4.257493936926171,2.3828299190755717,4.69563900734768,4.9,5.0,2.58,1.03,1.0,1.06,1.0,3.34,1.73,1.0,1.0,1.83,2.4044444444444446,1.0,1.83
23,Desarrollo,Software Engineer,Mid,Engaged,31,8.650359272072247,2.9640714230856875,37.590757424147306,30-45k,4.006439786826222,4.64091118196677,3.301471919370022,4.302683873256071,2.9217859658889003,4.110795465722704,3.63,4.86,2.12,1.83,1.0,1.0,1.0,2.1,1.0,1.25,1.07,1.21,2.06,1.1600000000000001,1.21
17,Ventas,Account Manager,Senior,Burnout,46,24.791597697419494,3.52710162390957,40.0,45-60k,4.029443171785917,1.0678420778825963,4.158380112526225,2.5606111810366423,1.6954205961837459,1.9528852795928953,4.23,5.0,2.92,1.0,2.1,3.97,2.83,4.16,2.93,1.0,2.65,3.25,3.2377777777777776,1.825,3.25
41,Marketing,Marketing Specialist,Senior,Healthy,40,16.923904483019722,1.4525496409808085,40.0,45-60k,2.599621223636891,2.4677875401912184,4.2383362573215235,3.6071932886077476,3.761050638779764,4.009510884623471,3.28,3.53,1.25,1.0,1.78,2.82,1.14,2.46,2.51,2.35,1.0,1.26,2.1966666666666663,1.675,1.26
25,QA,QA Engineer,Senior,Healthy,43,23.573251620207056,1.7800307569629132,37.207367266863166,45-60k,2.4345498537528685,3.174418429875147,3.4491081952041545,4.406066407958246,3.7132591544562494,3.035915228485412,2.91,3.32,1.1,1.29,1.0,1.22,1.98,1.17,2.03,2.59,2.13,2.48,1.7800000000000002,2.36,2.48
9,Data,Data Analyst,Mid,Engaged,32,10.397589176677707,3.4325929168037415,39.15135904507092,30-45k,3.710576080838327,3.7818421525203347,2.55744316572694,3.110688689954066,3.726145364975841,4.761148150438286,4.1,4.99,1.96,2.49,1.72,1.54,1.0,2.45,1.11,1.14,1.0,1.07,2.373333333333333,1.0699999999999998,1.07
16,Data,Data Analyst,Mid,Engaged,31,9.17024411459563,6.189906902810641,38.24428142814809,30-45k,4.958371144060889,5.1808226404263795,3.2875083260368876,4.124304786409462,3.3500150488171556,4.777612071010189,4.96,5.0,1.65,1.46,1.0,1.0,1.0,2.3,1.0,1.0,1.0,1.11,2.1522222222222225,1.0,1.11
36,Finanzas,Financial Analyst,Senior,Burnout,46,23.821522666915158,0.8898212636466099,38.25253547246814,45-60k,4.206138086061094,1.6244859317308724,2.6806295574859105,2.915526892270179,3.922056750072385,2.003480992790276,3.75,4.08,1.0,2.58,2.02,3.21,3.01,3.26,3.55,1.0,2.85,3.71,2.9399999999999995,1.925,3.71
5,Desarrollo,Software Engineer,Mid,Engaged,27,3.886142384630076,1.6799360865483448,36.60103044167839,30-45k,4.554280157428322,4.389514946623137,2.841056673892198,3.7986640059672476,3.656376714560016,4.540610273310841,4.66,5.0,1.02,1.32,1.83,1.0,1.0,3.02,1.0,1.0,1.0,2.31,2.2055555555555557,1.0,2.31
27,RRHH,HR Specialist,Junior,Healthy,24,2.7750236165447535,0.9318579882939559,37.83427865492817,<30k,3.408727732626328,2.827948591908793,2.99292283350404,3.1402116235704423,3.435203209901679,3.3385068837102856,3.2,4.15,1.79,2.21,1.72,2.27,2.02,3.07,2.82,1.94,2.26,1.31,2.583333333333334,2.0999999999999996,1.31
4,QA,QA Engineer,Junior,Burnout,28,5.995040337753679,5.232376128867697,35.91492110503423,<30k,4.238774704361598,1.631396811581959,3.2872657827817937,5.078864243255911,4.737948202611145,2.1613534517326567,4.34,4.49,1.0,1.35,1.0,3.64,3.3,4.24,2.84,1.0,2.32,3.67,2.911111111111111,1.66,3.67
18,Desarrollo,Backend Developer,Mid,Healthy,31,8.175231210399335,4.029767192152745,39.639850505270466,30-45k,3.162170105007434,3.633637250891548,2.685489476094839,2.959597170492512,2.9214799571460532,4.135865545772475,3.54,4.32,2.25,2.69,1.73,1.49,1.0,2.74,1.33,1.7,1.05,1.86,2.343333333333333,1.375,1.86
3,Producto,Product Owner,Junior,Engaged,23,0.7914029772445467,0.7914029772445467,39.553292056788294,<30k,4.171932858520208,3.9441603346265737,3.051776407580435,3.9261513590337453,3.4591165317275863,4.9122742248422115,4.25,4.02,1.42,2.34,1.52,1.0,1.0,2.66,1.0,1.0,1.0,1.66,2.1344444444444446,1.0,1.66
15,Finanzas,Financial Analyst,Senior,Boreout,48,26.529169072058224,5.2005232064619396,37.96412903884972,45-60k,2.404556361226874,3.8373279324380114,3.6294916839311617,3.3919243213413073,3.8194467896258186,1.754374332330812,3.08,2.66,1.0,1.09,1.53,1.19,3.29,2.54,1.73,3.05,4.13,3.28,2.0122222222222224,3.59,3.28
47,RRHH,HR Specialist,Junior,Burnout,27,5.961489159535968,5.961489159535968,37.010069039263854,<30k,4.800971000676315,3.189803211327248,4.2605909067127845,3.9732368018059017,2.8057300287720377,2.5076038569712136,4.33,5.0,2.43,1.16,1.67,2.11,2.9,3.4,1.41,1.0,2.64,3.22,2.7122222222222216,1.82,3.22
3,Marketing,Marketing Specialist,Junior,Engaged,25,3.7747429612659795,0.41469495168150017,35.636841330854146,<30k,3.381612625696494,4.676801166774625,3.832219955154109,3.8801754527560326,4.736575661877508,4.92022508590972,3.35,3.56,1.0,1.05,1.34,1.0,1.0,2.4,1.0,1.67,1.0,1.07,1.7444444444444445,1.335,1.07
42,Administración,Administrative Assistant,Mid,Burnout,29,8.329858039811656,1.4700564932428066,38.90410751616845,30-45k,4.487124895674188,0.6725422900405552,3.484827666881625,4.265586377459415,2.500814552793418,2.951671500121598,4.39,5.0,2.59,1.05,1.0,5.0,2.21,4.46,3.85,1.0,2.03,2.59,3.2833333333333337,1.515,2.59
42,Administración,Administrative Assistant,Mid,Healthy,33,13.05251285254197,2.6441642483912036,36.17437816140698,30-45k,2.7912848090052838,2.9720269607817333,2.961301960144622,3.2073767762307535,4.144599802862146,3.939336695698451,2.97,3.86,1.27,2.44,1.31,2.3,1.04,2.29,2.09,2.54,1.24,1.27,2.174444444444444,1.8900000000000001,1.27
1,UX/UI,UI Designer,Mid,Burnout,27,6.484917827185241,1.7248249158480722,38.433366237928574,30-45k,4.878659973009146,2.3686802489586247,2.8758837681104614,4.66711704456616,2.4073483584233024,2.836370082528356,4.67,5.0,2.8,2.09,1.0,2.78,2.08,4.47,2.93,1.0,1.83,2.95,3.091111111111111,1.415,2.95
1,Data,Data Scientist,Junior,Healthy,23,0.3990681025585926,0.3990681025585926,37.81103537171103,<30k,3.8094018878686313,3.578978801390477,2.9990297790273934,3.3736931980401557,3.420093115839391,4.492340618347989,4.03,4.89,1.61,1.95,1.11,1.46,1.0,3.07,1.28,1.11,1.0,1.0,2.2666666666666666,1.0550000000000002,1.0
23,Producto,Product Owner,Senior,Engaged,37,12.626237540811857,2.4031874561523128,37.322631351802805,45-60k,4.113927863145763,5.190211349215194,4.236762408431199,3.4930037864667107,4.565652368228038,4.641001561348864,3.95,4.02,1.0,1.24,1.02,1.0,1.0,2.44,1.0,1.36,1.0,1.97,1.852222222222222,1.1800000000000002,1.97
49,RRHH,HR Specialist,Mid,Burnout,27,4.369799327962628,2.5680789592995357,39.87495498501385,30-45k,5.254026557811008,3.2870160695635966,3.3477943534745713,3.992901176730122,3.7935527210457964,1.5355008845998868,5.0,5.0,1.23,1.0,1.51,1.53,3.48,3.73,2.11,1.0,3.46,3.96,2.732222222222222,2.23,3.96
45,Marketing,Marketing Specialist,Mid,Engaged,35,10.689821819121352,2.1601939942648194,36.40209045576467,30-45k,3.20978288521699,4.752130696697985,4.4032893708268075,3.869104662913203,3.524841170128464,4.384715381128006,3.04,3.84,1.39,1.0,1.8,1.0,1.0,2.27,1.0,2.34,1.0,1.14,1.8155555555555556,1.67,1.14
1,Administración,Administrative Assistant,Junior,Burnout,27,5.408137404549964,3.563837576252624,37.65452634966599,<30k,5.146838336693544,2.1198413240033385,3.8340415033015613,2.8550212233645094,3.5747280812143125,3.850881231343335,4.87,5.0,1.11,1.9,1.9,3.12,1.04,3.83,2.95,1.0,1.34,1.43,2.857777777777778,1.17,1.43
48,QA,QA Engineer,Mid,Healthy,34,11.23391167255109,4.926365485705634,40.0,30-45k,3.431455371479107,2.3144014174225687,3.392808728580683,2.7922360443899543,2.9744649697104317,3.543210535079266,3.36,4.08,2.03,1.12,2.05,2.74,1.46,3.29,2.82,1.43,1.5,1.77,2.55,1.4649999999999999,1.77
34,DevOps,DevOps Engineer,Junior,Healthy,24,1.4595433619454243,1.4595433619454243,39.053795847331585,<30k,3.70456389022341,3.4009021618101403,4.263542097757142,3.57578851968992,3.2185214874737547,4.004062987566074,3.36,3.91,2.01,1.0,1.63,1.55,1.49,2.69,1.93,1.28,1.0,2.02,2.1744444444444446,1.1400000000000001,2.02
44,Administración,Administrative Assistant,Junior,Healthy,27,1.045858052179288,1.045858052179288,38.45910228052308,<30k,2.9761487652576917,3.7163286024064766,4.021457171747194,2.8727358401751157,2.491774164847805,5.090452663567881,3.35,4.28,2.71,1.0,2.25,1.03,1.0,2.64,1.09,2.42,1.0,1.0,2.15,1.71,1.0
41,Producto,Product Owner,Mid,Healthy,35,10.380733272618391,3.0442054996997117,39.11284341091708,30-45k,3.0966763897991574,2.9744485514929653,3.1253610318478526,1.6401976863300374,3.57719176877253,4.107333596916126,2.9,3.8,2.12,2.58,3.3,1.74,1.1,2.54,2.16,1.67,1.0,1.27,2.471111111111111,1.335,1.27
37,RRHH,HR Specialist,Mid,Healthy,28,4.818225275138357,3.5764582606905906,36.153055166316335,30-45k,2.8205026997380025,3.8547680853632205,2.7154373115917885,2.7022669721405226,2.894754772762059,4.047100071234913,2.78,4.07,2.05,2.02,2.35,1.11,1.0,1.67,1.0,3.05,1.25,1.31,2.005555555555555,2.15,1.31
42,Marketing,Marketing Specialist,Mid,Healthy,28,8.216533645657863,5.417364021670606,37.93247043720469,30-45k,2.8304348645360506,3.6833924966016043,2.2444800765505066,2.596818763394994,3.7511888124901436,3.7594700335080415,2.81,3.84,1.0,2.65,2.09,1.13,1.0,2.09,1.3,2.12,1.99,2.36,1.99,2.055,2.36
39,RRHH,HR Specialist,Mid,Boreout,29,8.014040544270713,2.885209269851928,35.20910299048985,30-45k,1.5752534355955548,2.2423519513880974,3.05658280518606,4.191398202906008,4.35638321857353,1.442463618855532,1.43,2.1,1.0,2.17,1.0,2.87,3.47,2.51,2.45,3.64,3.46,2.91,2.111111111111111,3.55,2.91
6,DevOps,DevOps Engineer,Junior,Healthy,25,2.6322922136815805,2.6322922136815805,37.602300512964696,<30k,2.546081036930228,3.2662340418794353,4.2692814442160785,3.27298887044014,3.5871908331954425,4.20263828611108,2.56,3.63,1.13,1.0,1.43,1.23,1.0,2.78,1.66,2.15,1.0,1.53,1.8244444444444443,1.575,1.53
39,DevOps,DevOps Engineer,Senior,Healthy,43,16.891119556024712,7.706184897821954,38.64275263816291,45-60k,3.160730849788523,3.359531111802463,3.8276770119161307,3.023902124998813,4.7122157212823605,3.4090101452245056,3.18,3.5,1.0,1.46,1.97,1.15,1.51,3.23,1.94,1.71,1.0,1.77,2.104444444444445,1.355,1.77
21,Desarrollo,Backend Developer,Senior,Boreout,48,23.187051991931078,9.153720740361006,40.0,45-60k,1.2532744999491663,2.539720852456139,2.8913121639755515,2.6959567573256393,3.7593300144555526,2.0351963142376057,1.01,2.09,1.59,2.59,2.01,2.63,3.19,1.57,2.19,4.31,3.04,2.67,2.0966666666666662,3.675,2.67
20,Marketing,Marketing Specialist,Mid,Boreout,29,3.028807368195967,2.6488582110468393,39.31587258550615,30-45k,2.6274674909614193,2.600676038458203,3.3205970227505244,3.1944993380450226,5.1156548975142355,2.8052344411757932,2.92,2.17,1.0,1.52,2.22,2.42,1.42,2.47,2.4,1.53,2.2,1.97,2.06,1.8650000000000002,1.97
14,Administración,Administrative Assistant,Lead,Healthy,46,20.328907178423368,0.7666518665797057,39.30184431608194,>60k,3.7623115733821972,2.7591004477666146,3.5054724317011257,3.247074670604409,3.232242507979921,2.734538343825042,4.1,4.52,1.43,1.07,1.66,1.92,2.24,3.51,1.76,1.27,2.59,2.68,2.4677777777777776,1.93,2.68
19,Ventas,Account Manager,Senior,Engaged,45,24.965366285539883,0.19985855363398164,39.174524826928355,45-60k,4.097186073178376,4.733133028207241,4.548882241472501,4.124037091941545,3.0561373016162197,4.381548429709055,3.63,4.74,2.1,1.0,1.31,1.0,1.0,2.68,1.0,1.0,1.0,1.64,2.051111111111111,1.0,1.64
28,QA,QA Engineer,Senior,Burnout,41,20.006180737247494,0.8460489073389823,40.0,45-60k,5.484761441242314,2.8188596069753857,3.4865703167648765,2.86209598655639,3.748779737144803,2.2410909465649502,5.0,5.0,1.63,1.62,2.12,2.53,2.44,4.56,1.8,1.0,2.12,3.79,2.966666666666667,1.56,3.79
33,Producto,Product Owner,Junior,Boreout,26,4.1682129757769815,2.3295854934811624,40.0,<30k,2.3759568799975375,2.198748971853473,2.97352715599814,2.057270284489766,3.6875905947243934,2.2652262458451133,3.0,2.33,1.33,1.78,3.13,2.74,2.26,2.2,2.51,3.09,3.19,2.52,2.3644444444444446,3.1399999999999997,2.52
11,DevOps,DevOps Engineer,Junior,Engaged,28,8.455606866902693,6.196643615282066,39.46709562701173,<30k,4.604391827449074,4.604926673215607,3.192941865234618,2.237150296568591,4.725306746320839,4.6229827211354975,4.66,4.85,1.0,1.55,2.7,1.0,1.17,2.49,1.0,1.0,1.0,1.65,2.268888888888889,1.0,1.65
33,Administración,Administrative Assistant,Junior,Healthy,25,0.5711646524448706,0.5711646524448706,40.0,<30k,3.48297154273612,3.7007698069626174,3.8620718151122584,3.5658646320742236,3.8200073354837487,3.885146102610851,3.16,4.23,1.28,1.16,2.05,1.21,1.54,3.07,1.6,1.18,1.24,2.51,2.1444444444444444,1.21,2.51
31,Data,Data Scientist,Mid,Burnout,34,8.362892930626593,5.243723009588504,37.62664207537311,30-45k,4.891625458000945,2.3106992805762503,3.3372110131590214,2.7700515175185743,2.8270819115449837,2.5391621623668383,5.0,5.0,2.12,1.51,2.12,3.06,2.34,3.54,2.95,1.0,2.47,3.75,3.0711111111111107,1.735,3.75
18,DevOps,DevOps Engineer,Junior,Healthy,23,2.8668369659165767,0.5218728732617173,38.586961905747934,<30k,3.146795945849543,4.551532490166221,2.696310106813598,3.4821099099987034,2.961816617540529,3.5933575258905748,3.44,3.68,2.03,2.84,1.9,1.0,1.36,2.2,1.0,1.51,1.7,1.54,2.161111111111111,1.605,1.54
25,Producto,Product Owner,Junior,Healthy,26,5.144903870024553,3.9838310763027733,38.08225013728375,<30k,2.6322755398039783,4.08669744748151,3.6095228581296053,3.8761728489536793,3.333768139832545,4.281837831747356,2.79,2.88,1.49,1.35,1.0,1.0,1.0,1.99,1.2,2.16,1.0,1.06,1.6333333333333333,1.58,1.06
46,Ventas,Account Manager,Junior,Engaged,24,0.21815481591029284,0.21815481591029284,40.0,<30k,4.079328613798496,4.721136645231948,3.8940165557986575,4.319519201111594,4.478440972781824,4.7932874578783755,4.17,4.57,1.01,1.0,1.0,1.0,1.0,2.45,1.0,1.0,1.0,1.02,1.911111111111111,1.0,1.02
28,UX/UI,UI Designer,Mid,Healthy,27,6.576287087941888,2.484759028978012,37.86073309339979,30-45k,3.7445822285371677,3.158182858856806,3.491437788230367,3.5897587745112727,3.5586963048247537,3.6905082991332954,3.9,4.62,1.58,1.67,1.0,1.86,1.48,3.24,1.6,1.02,1.11,2.23,2.327777777777778,1.065,2.23
29,QA,QA Engineer,Junior,Burnout,26,4.504748419067213,3.895726655198562,37.32225010910203,<30k,5.075996344281668,2.771310246062062,3.2480036137239825,3.324749314718809,2.8413363092094905,2.038619285135671,4.84,5.0,2.16,2.04,2.18,2.25,3.12,4.02,1.5,1.0,3.23,3.9,3.0122222222222224,2.115,3.9
31,Desarrollo,Backend Developer,Mid,Burnout,27,6.6712160502399405,6.6712160502399405,39.300444786813884,30-45k,4.247430037533058,2.942499564060238,3.1677829081187165,2.8106891540424273,3.6536479271996125,1.6055695074560061,4.73,4.44,1.0,2.21,2.73,1.36,3.56,3.45,1.78,1.0,3.74,3.71,2.8066666666666666,2.37,3.71
33,Producto,Product Owner,Senior,Healthy,34,6.231691128475331,3.168402016678744,40.0,45-60k,2.5383469490747332,2.806622405414382,2.8541139140137224,3.2123589717764034,4.045578335809532,3.4638441174641637,3.07,2.07,1.0,2.25,1.86,2.86,1.0,1.49,2.92,2.73,1.34,1.9,2.057777777777778,2.035,1.9
45,Desarrollo,Software Engineer,Mid,Burnout,33,11.486435245122133,3.7207867900361604,39.008575706768546,30-45k,4.716385892054976,2.5957948044379666,2.7806291612036746,4.570865023511057,3.508070218771576,1.9402695613458096,4.64,4.99,2.52,1.84,1.0,2.55,3.27,4.13,3.04,1.0,2.69,3.47,3.1088888888888886,1.845,3.47
30,RRHH,HR Specialist,Junior,Boreout,22,0.0,0.0,35.11556705226389,<30k,2.3888019110924237,3.8164588470471843,3.8080235411828123,3.3746305705915494,3.166581993762865,1.8684161950520997,2.48,2.52,1.83,1.0,1.84,1.13,3.46,1.81,1.0,2.09,2.46,3.13,1.8966666666666667,2.275,3.13
40,Administración,Administrative Assistant,Lead,Burnout,46,29.11546183853799,1.3689945962595582,37.198252087490054,>60k,4.844797052765795,0.7645954479749383,3.0505524700092304,3.7767382961519944,3.6733189682118117,0.9177303737890243,4.58,5.0,1.1,2.11,1.1,3.93,3.87,4.86,4.36,1.0,4.21,3.75,3.4344444444444444,2.605,3.75
42,Marketing,Marketing Specialist,Junior,Burnout,27,2.600549469819573,2.600549469819573,37.18039751241293,<30k,4.913343484209612,1.21770626926125,3.0344751061001096,3.547378427400851,3.1153512400769867,1.416061157011005,5.0,5.0,2.09,2.53,1.6,3.36,4.06,4.25,4.1,1.0,3.74,3.46,3.554444444444444,2.37,3.46
41,Administración,Administrative Assistant,Junior,Healthy,23,0.0,0.0,38.86918833731357,<30k,2.550928561080731,2.3907006503045993,2.801068520664175,1.7626653800132495,3.4489758163130806,3.5252874264593754,2.4,3.06,1.2,2.48,4.09,2.32,1.96,2.7,2.62,2.33,1.45,2.2,2.536666666666667,1.8900000000000001,2.2
17,Administración,Administrative Assistant,Senior,Healthy,45,21.031089007071806,2.09745893814094,39.30901150544628,45-60k,3.446579389958826,3.2875874746545017,3.4570499170385016,4.178947070923714,2.5342874101514123,3.4138894641601767,3.2,3.8,2.65,1.97,1.0,1.36,1.24,2.65,1.61,1.87,1.35,2.3,2.1644444444444444,1.61,2.3
37,Ventas,Account Manager,Senior,Healthy,43,20.389059941504264,3.1966154167765803,34.31084753777883,45-60k,4.024765361825864,3.7105866132909737,2.48034863294139,3.367749843501075,2.8524818330634223,4.119922517128062,4.78,5.0,1.91,1.98,1.7,1.67,1.0,2.6,1.0,1.28,1.0,1.71,2.4044444444444446,1.1400000000000001,1.71
36,Desarrollo,Software Engineer,Senior,Engaged,35,12.619518311173568,0.005106662788502803,40.0,45-60k,4.048186963550999,3.704445552382523,2.7546520798704623,2.8246477315808187,2.842267805078861,5.076682098533224,4.02,5.0,2.42,3.15,1.39,1.51,1.0,2.74,1.08,1.0,1.0,1.46,2.478888888888889,1.0,1.46
29,QA,QA Engineer,Mid,Engaged,31,9.04639195711475,2.20003594434218,35.93971546955434,30-45k,4.06089091494185,4.150836088170712,2.7202173980825504,4.806231588493025,2.8252069764104384,4.493465030367068,4.44,4.41,2.33,2.19,1.0,1.0,1.0,2.49,1.0,1.0,1.0,1.13,2.2066666666666666,1.0,1.13
